,AGE,SEX,CLASS,INCTOT
51447,44,F,um,0
27758,18,M,um,21
105312,48,F,lm,33400
90478,29,M,lm,67100
155971,38,F,w,0
176793,59,M,l,9852
24706,42,M,um,70000
97204,22,M,lm,30009
52563,34,M,um,74000
83070,34,F,lm,37000
15822,45,M,um,138916
154125,65,F,w,12924
94674,33,F,lm,0
165662,30,F,w,3250
165189,68,M,w,16295
171301,68,M,l,14392
153812,66,F,w,26000
165818,56,F,w,18108
84035,55,F,w,26000
4776,48,F,um,30060
64781,44,F,um,26404
168067,43,M,w,0
172317,41,M,l,13400
71235,47,F,um,88000
83818,63,F,um,40001
87553,25,M,lm,45001
51054,37,M,um,60115
147246,41,M,lm,30014
23178,63,M,um,89862
39879,49,F,um,55172
170071,25,M,l,15001
83622,36,M,um,35000
179519,20,M,l,2000
183125,34,M,l,150
147148,30,M,lm,27010
35198,35,F,um,62605
154420,73,F,w,8857
183380,71,M,l,4
20259,51,F,um,138875
93387,43,F,lm,38100
74556,44,M,lm,35001
73160,69,F,um,18887
158825,51,M,w,22970
132911,16,M,lm,10201
1760,59,M,u,260023
133885,49,F,lm,38001
110583,35,M,lm,31000
50647,15,F,um,0
108167,21,M,lm,28724
180084,30,M,l,6000
180068,30,M,l,6000
52319,85,F,um,13908
70840,63,M,lm,61849
103782,31,M,lm,60005
122471,22,M,w,20000
32766,35,F,um,70025
145281,46,F,lm,105
85947,18,F,l,5500
45634,35,M,um,92000
93685,34,M,lm,68010
143669,42,F,lm,251
104040,59,F,lm,60000
88678,54,M,lm,72024
146422,32,F,lm,600
123798,18,F,lm,400
21481,48,M,um,105025
74062,27,F,um,0
32006,65,F,um,7850
83441,31,M,um,34500
118327,85,F,lm,49699
69979,46,F,lm,42577
84253,22,F,lm,15000
27534,51,F,um,0
131232,28,M,w,7500
166631,54,F,w,2497
32606,44,F,um,60162
59306,65,M,um,23402
131711,28,F,lm,0
89050,29,F,lm,44994
24984,46,M,um,62600
161236,67,F,w,21073
77646,43,F,um,81550
117401,33,M,lm,50001
87793,26,M,lm,46000
167244,85,F,w,17184
109626,60,M,lm,55405
89882,37,F,lm,36037
7502,45,F,um,240029
179148,47,F,l,7548
107155,66,M,lm,18780
144790,73,M,lm,15650
44295,29,M,um,120003
94425,69,F,lm,4859
130622,47,M,lm,28500
107533,44,F,lm,0
123233,69,M,lm,45973
184830,40,M,l,0
13394,54,M,um,90270
111391,20,F,lm,18200
108271,20,F,lm,21405
20800,50,M,um,125012
45857,56,M,um,5084
158684,18,M,w,0
1814,80,M,u,445270
7066,63,M,um,101519
14209,28,M,um,109450
27373,54,M,um,123034
67584,15,M,um,0
173866,68,F,l,12011
108949,24,F,lm,18002
132975,80,F,lm,39475
66094,34,F,um,28011
80012,48,F,um,31940
109993,52,F,lm,35410
31782,80,M,um,142000
182842,45,F,l,500
73753,43,F,um,30030
87773,26,M,lm,0
41318,18,M,um,0
142819,27,M,lm,33001
184026,34,F,l,0
96736,59,F,lm,28928
136042,54,F,lm,19067
44650,47,F,um,19634
103872,44,F,lm,60002
62173,31,F,um,85254
94905,27,M,lm,29000
84587,29,M,um,42000
93789,15,F,lm,0
97628,63,M,lm,20000
179969,66,F,l,6096
148621,50,F,l,3800
112188,51,F,lm,3602
22716,15,M,um,0
38351,15,F,um,665
73770,28,F,um,45000
141076,18,F,lm,0
160263,52,F,w,0
170511,48,F,l,15000
92595,44,F,lm,39005
123877,85,M,lm,12159
26739,68,F,um,68500
114062,24,M,lm,52031
37397,50,F,um,3100
24148,46,F,um,48464
106494,53,M,w,28004
184890,21,M,l,0
139204,56,F,lm,15000
114075,28,M,lm,0
111154,41,M,lm,19500
51214,63,F,um,110029
106275,63,M,lm,50005
132767,36,M,l,15659
153216,75,M,w,26384
61542,54,M,um,49005
178677,32,F,l,1235
140234,20,M,lm,0
87325,80,F,lm,63911
13920,69,F,um,26100
13619,21,F,um,16000
162678,33,F,w,100
27713,20,F,um,18000
35270,46,F,um,1006
118028,41,M,lm,22000
36095,16,M,um,1
181076,65,F,l,4415
117930,17,M,lm,0
172680,85,F,l,0
30967,16,F,um,0
94511,52,F,lm,23579
71070,67,M,um,76643
3786,63,M,um,103419
172758,34,F,l,13092
117184,46,F,lm,6
142666,42,M,lm,33050
184489,24,F,l,0
80709,35,M,um,38970
16885,40,F,um,103032
35074,67,M,um,83221
33176,37,F,um,69300
108137,76,F,lm,56718
31072,50,M,um,120000
34678,57,F,um,31441
15021,57,M,um,127191
24378,43,M,um,159031
180818,49,F,l,5000
163272,19,M,w,20000
89572,39,M,lm,16000
61905,20,F,um,8000
70187,32,M,um,50000
173808,72,F,l,12059
133577,78,F,l,0
117292,34,F,lm,10000
106303,64,F,lm,25466
171649,41,M,l,14001
184693,15,F,l,0
67557,17,F,um,1000
60016,38,F,um,1
34098,17,M,um,1450
5158,35,F,um,40015
27472,58,M,um,20415
160903,61,M,w,8830
154514,38,F,w,17000
35780,57,F,um,15203
134411,70,F,lm,38403
45216,55,F,um,2
171987,22,M,l,0
179652,39,M,l,6801
121032,31,F,lm,24720
46099,56,F,um,100006
104255,58,F,lm,40000
82135,57,F,um,38006
153220,54,F,w,26368
53055,30,F,lm,51000
29916,25,F,um,24000
152690,57,F,w,10010
53783,39,F,um,53781
182590,16,F,l,1080
61751,38,M,um,58000
162598,49,F,l,0
110731,32,M,lm,45000
147232,44,F,lm,30014
178444,16,M,l,0
43460,80,F,um,120675
19639,29,M,um,149090
92587,42,M,lm,69015
65583,78,M,um,85460
2880,55,M,u,306100
26709,37,F,um,68000
147321,16,M,lm,0
145849,52,F,lm,31000
172002,40,M,l,8796
107496,16,M,l,0
116774,41,F,lm,50101
162703,56,F,w,20073
76079,46,F,um,23000
111883,34,M,lm,18000
171579,30,M,l,8521
101102,39,F,lm,20000
62780,34,M,um,41000
19896,47,F,um,113020
128050,65,M,lm,36005
96386,33,M,lm,52000
123243,73,M,lm,33803
151767,58,F,w,20070
148571,32,F,w,29900
173714,16,M,l,0
43850,47,F,um,70097
70324,17,M,um,5000
126567,28,M,lm,43600
135747,56,F,lm,0
40838,56,F,um,24002
43708,61,F,um,45000
96260,68,F,lm,48623
68059,27,F,um,62000
84768,38,M,um,46926
144148,23,M,lm,2000
97751,52,F,lm,20000
181326,24,M,l,3800
90693,51,M,lm,65643
126445,18,M,lm,10500
152682,85,F,w,26819
40305,18,M,um,86
80598,16,F,um,21
107069,65,F,lm,57639
79302,42,M,um,80032
94193,23,F,lm,36002
143706,17,F,lm,0
97679,34,M,lm,35000
63955,54,M,um,45250
34567,37,M,w,27000
24974,33,F,um,45100
51200,39,F,um,53016
50998,35,M,um,110166
16919,33,M,um,55015
83322,64,F,w,21947
144248,17,F,lm,9000
147754,37,F,w,15000
11711,44,M,um,200081
1166,67,M,u,488756
90777,31,M,lm,70041
119035,54,M,lm,49000
88586,42,M,lm,60002
18592,23,F,um,15021
9715,44,F,um,0
33243,46,F,um,30000
174760,45,M,l,2121
89488,15,M,lm,26
33135,15,F,lm,1500
96894,34,M,lm,14282
54841,28,F,um,60620
160114,43,F,w,0
1933,68,F,u,32779
76047,38,M,um,41002
67356,38,M,lm,50000
48543,15,M,um,0
70306,19,F,um,12000
109710,37,F,lm,5016
183532,39,F,l,0
173772,24,M,l,12064
6449,48,M,um,177604
144968,53,F,lm,10801
110145,46,F,lm,52024
95838,47,F,lm,30016
142223,18,F,lm,1000
10856,78,M,l,0
80909,55,M,um,15000
32315,34,F,um,35000
63962,31,F,um,23689
5463,18,F,um,4
37105,28,F,lm,59063
20753,56,F,um,95034
78299,56,F,um,30000
181074,68,F,l,4427
15452,26,F,um,40003
183958,85,M,l,0
34107,46,F,um,23643
184526,85,F,l,0
116587,55,F,l,205
70971,54,F,um,87000
44028,40,M,um,50035
45110,59,M,um,102943
28328,46,M,um,150004
178279,36,F,l,8648
56612,52,M,um,79995
28101,36,F,um,60087
4734,49,M,um,150000
180128,33,F,l,6000
136873,28,M,lm,18720
114918,60,M,lm,46206
130489,77,F,lm,40583
68278,45,F,um,24000
172999,76,F,l,12993
8298,37,F,um,150040
158255,73,M,w,14890
163945,17,F,w,3672
36682,66,F,um,132326
124166,55,M,lm,45060
20101,48,M,um,105574
24167,21,M,um,37002
71620,36,F,um,43248
59825,57,F,lm,32010
40566,27,M,um,82130
173240,60,F,l,12059
116365,47,F,lm,40000
150817,33,F,w,28005
156078,85,F,w,24965
47511,46,F,um,78404
140781,44,F,lm,0
9930,60,M,um,111601
86860,67,M,lm,73938
29364,33,M,um,147801
163332,33,M,w,20000
106317,45,M,lm,35012
135883,44,F,lm,37360
22925,40,M,um,52000
8861,18,F,um,677
25631,18,F,um,604
165730,56,M,l,900
12995,30,M,um,22880
57906,54,F,um,50006
54737,36,M,um,23046
52392,32,M,um,37610
16174,34,M,um,125500
12306,69,M,um,209502
184919,16,M,l,0
107701,67,M,lm,25644
119580,67,M,lm,34240
175694,47,M,l,3848
174947,75,F,l,11235
40090,60,M,um,89962
10666,62,M,um,220977
173838,59,M,l,10600
155050,57,F,w,25045
132411,17,F,lm,0
57650,77,M,um,70646
155358,61,F,w,25000
49031,43,M,um,47571
88258,77,M,lm,45524
9040,39,F,um,102050
83876,45,M,um,36016
94006,85,F,lm,2860
19032,47,M,um,40024
126269,71,M,lm,34320
139215,32,M,lm,35040
90057,52,M,lm,62502
133273,25,F,lm,30100
118970,42,M,lm,16002
115583,34,M,lm,32011
33281,22,M,um,12000
174884,21,M,l,1500
152625,67,M,w,19700
14398,38,F,um,50013
8453,80,M,um,232399
175954,66,M,l,10295
24363,40,F,um,56024
168106,85,M,w,16565
48620,47,M,um,77000
60949,30,M,w,24063
141513,40,F,lm,0
111655,38,F,lm,4016
64602,26,F,um,60000
135566,68,F,lm,16859
65383,32,M,lm,44000
52509,43,M,um,103917
132046,40,M,lm,25000
166513,85,F,w,8400
37701,49,F,um,65126
28603,42,M,um,138030
91015,15,M,lm,0
970,38,M,u,352560
167995,61,F,w,16692
3594,17,M,um,391
83470,65,F,um,76477
81752,23,F,um,10020
40958,59,F,um,25000
12612,27,M,um,16076
138536,76,F,lm,2843
68919,42,M,um,70032
104230,63,F,lm,0
35943,27,M,l,12000
58520,54,M,um,50000
112156,66,F,lm,16428
101566,59,M,lm,39000
185325,25,F,l,0
127702,38,F,lm,11751
85193,52,F,um,12
88846,28,F,lm,72000
105845,60,M,lm,57242
109232,85,F,lm,8855
73858,29,M,um,85029
49829,31,M,um,36400
163506,55,M,w,20000
17650,30,M,um,20000
102612,49,M,w,20678
157887,77,M,w,23604
75282,38,M,um,46300
183967,63,F,l,0
32925,45,M,um,123000
76959,66,F,um,82083
17470,39,F,um,1050
156641,37,F,l,13000
120398,60,F,lm,48006
38796,39,M,um,63162
48492,45,F,um,41845
67675,16,F,um,2140
96953,42,M,lm,65050
137352,69,F,lm,24748
15503,59,M,um,40110
164352,50,M,w,0
119887,85,F,lm,5494
50630,22,M,um,0
106153,59,M,lm,58300
115007,51,M,lm,37100
148195,32,M,w,30000
158011,30,M,w,4300
54639,43,F,um,2056
183865,16,F,l,0
55430,62,M,um,60005
156144,47,M,w,18000
153095,85,F,w,6217
48433,21,F,lm,0
32196,43,M,um,123003
92439,61,M,lm,43140
118015,34,M,lm,50000
46098,17,F,um,0
100191,27,M,lm,52052
9398,19,M,um,210612
163360,53,F,w,20000
184498,68,M,l,0
114836,34,F,lm,4500
162817,59,F,w,20020
23724,17,M,um,5000
46102,20,F,um,0
25354,85,F,um,25268
5091,64,M,um,190000
182648,32,F,l,1000
153386,78,F,w,26181
26843,34,M,um,52201
2253,41,F,u,183000
95385,33,M,lm,1504
48442,65,M,um,73612
47405,61,M,um,59000
16656,29,M,um,153625
89043,52,M,lm,0
144902,39,M,lm,17029
85038,35,M,w,25692
62788,27,F,um,54746
173216,58,M,l,12696
106160,15,F,lm,0
177797,58,M,l,8880
75125,19,F,um,0
181051,25,F,l,0
45393,36,F,um,5200
11384,49,F,um,35000
128805,45,M,lm,42000
13108,26,M,um,204000
67977,27,M,um,24005
28283,85,M,um,54543
15028,38,F,um,96052
31626,48,M,um,100767
95021,54,F,lm,6201
40762,60,M,um,101010
97379,61,M,lm,30000
138106,15,F,lm,0
49005,20,F,um,0
167967,46,M,w,5006
25592,52,F,um,33600
161420,26,F,l,0
49399,15,F,um,0
87309,78,M,w,25112
23640,36,M,um,85555
174358,79,M,l,11963
82342,28,M,um,55020
96208,30,F,lm,6000
129704,16,F,lm,0
113639,15,M,lm,10
7195,53,F,um,17557
53112,17,F,um,0
20981,54,F,um,66557
101431,52,F,lm,15000
28464,56,F,um,40000
25007,30,F,um,132202
74432,76,M,um,58256
16432,39,M,um,127016
109281,70,M,lm,30000
27084,39,M,um,95029
68495,39,M,um,90000
44637,33,M,lm,45080
9520,17,M,lm,50000
130135,18,F,lm,0
121529,49,M,lm,45065
74130,48,M,um,35000
74677,54,M,um,80000
87069,64,F,lm,39464
46778,26,F,lm,25001
120130,16,M,lm,0
15301,61,M,um,28010
119077,65,F,lm,49000
164571,85,F,w,19190
158097,15,F,w,1031
67931,36,M,um,25259
19857,55,F,um,35150
81593,78,F,um,17192
10615,56,M,um,192145
169486,75,F,l,15516
34487,47,M,um,73357
7695,24,F,um,45072
85635,48,M,lm,50000
11177,70,M,um,217273
70724,36,F,um,32
100968,17,M,lm,2000
59915,38,M,um,100010
73016,50,F,lm,37000
36352,58,M,um,48700
58743,50,M,um,101000
75277,52,M,um,59600
50552,64,F,um,18019
89970,59,F,lm,32002
97632,16,F,lm,0
26368,65,M,um,81565
180158,45,M,l,6000
15818,62,F,um,61270
95965,36,M,w,22001
54649,36,M,um,67824
40378,28,M,lm,35000
28560,59,M,um,74550
156737,66,M,w,16854
173102,37,F,l,12825
163831,20,M,w,0
47322,37,M,um,70150
5774,41,M,um,250000
114956,45,F,lm,45006
29574,35,F,um,38500
89996,28,M,lm,71005
21331,26,F,um,4000
182137,63,F,l,2024
65344,15,M,um,0
137555,62,F,lm,36140
101989,59,F,lm,8459
42020,55,M,um,35695
71138,62,M,lm,55031
20428,34,F,l,9168
132142,29,M,lm,40000
29554,63,M,lm,50000
91876,24,M,lm,10000
45179,66,M,um,70077
47775,16,M,um,5
12478,26,M,w,27000
561,63,F,u,880000
184137,51,M,l,0
159909,61,M,w,22020
73255,58,M,um,20000
55839,38,M,um,28702
72764,85,F,um,12952
4312,66,F,um,150650
127944,21,F,lm,2
23231,48,F,um,40290
149018,65,F,w,11400
149713,15,M,w,0
97105,37,F,lm,65036
125500,73,F,lm,19768
185394,69,M,l,0
19615,67,F,um,18960
140264,23,F,l,0
3218,54,F,um,300000
145330,48,M,lm,8400
179001,21,F,l,0
128707,56,M,lm,30000
165201,27,M,w,18680
72812,46,M,um,60001
141547,64,F,lm,34000
86584,26,M,lm,29020
85702,63,M,lm,75000
126116,19,F,lm,11000
11267,56,F,um,50128
112231,78,F,lm,30680
49353,41,F,um,50500
163617,50,M,w,20000
177779,49,F,l,2500
178770,47,M,l,0
65776,50,M,um,56923
85695,25,F,lm,40000
19145,71,M,um,44755
52581,62,F,um,108350
160818,17,M,w,6551
53267,71,F,um,12899
43860,72,F,um,9480
67128,20,M,um,12000
59689,55,F,um,100043
183193,29,F,l,95
93044,33,F,lm,2400
10012,32,M,um,35001
44391,39,F,um,45000
183132,67,F,l,146
17,30,M,u,1000005
37336,50,M,um,130016
126820,67,F,lm,27604
139694,39,M,lm,25000
51994,20,M,um,37000
22384,37,M,um,106400
161752,34,F,w,20800
69976,53,M,um,67255
177649,76,F,l,9000
136851,74,F,lm,7787
157068,36,F,w,24003
108979,20,F,lm,16000
14385,26,F,lm,35015
90000,28,F,w,23010
163464,26,F,w,20000
117691,54,F,lm,50000
71977,37,M,um,59320
97025,54,F,lm,8310
156545,16,M,w,8880
179042,52,F,l,4200
46960,44,F,um,22776
50758,58,F,um,70008
35053,32,F,um,100150
21285,64,M,um,40520
113196,85,M,lm,44764
135392,43,F,lm,37848
174755,72,M,l,11484
66593,27,F,um,61901
135626,69,F,lm,23200
7791,47,M,um,250026
161523,25,M,w,21000
35683,15,M,um,0
26979,60,M,um,152200
103632,30,F,lm,12007
53485,38,M,um,36823
158496,19,M,w,8880
2266,16,M,u,11
184648,53,F,l,0
22360,37,F,um,79845
85394,16,M,um,0
77703,73,M,um,52916
94470,58,M,lm,67274
71830,56,F,um,8042
159008,38,F,w,22808
84260,33,F,um,15000
90136,44,F,lm,52000
172678,68,M,l,13200
183120,73,M,l,155
77670,49,F,um,71515
61941,34,M,um,70706
141187,25,M,lm,30100
74239,50,F,um,0
144238,30,F,lm,32000
45241,45,F,um,55146
52012,18,M,um,35072
7017,59,M,um,70024
68479,38,F,um,22124
103232,57,M,lm,40124
184336,80,M,l,0
128703,23,M,lm,0
132486,71,F,lm,12096
35817,34,M,um,79003
182942,24,F,l,350
113850,18,M,lm,5000
49483,47,F,um,62120
85868,85,F,lm,28666
171497,51,M,l,0
148484,85,M,w,22871
59931,59,F,um,100006
103901,17,F,lm,0
92085,43,F,w,19121
136203,62,M,lm,25071
107684,45,M,lm,57006
149135,80,F,w,10188
77637,66,M,um,81566
115084,56,F,lm,0
65614,51,M,um,22534
83934,62,M,um,76007
61606,51,F,lm,22000
36954,51,M,um,40169
113513,50,F,lm,24560
145299,64,F,lm,31320
129898,19,F,lm,22004
3627,17,F,um,0
65728,19,F,um,15000
161565,24,M,w,7000
8237,50,F,um,60013
175483,62,F,l,0
97129,23,M,lm,25015
159896,70,M,w,22032
39435,46,F,um,63672
131228,42,F,lm,40058
161929,38,M,l,4010
84452,57,F,um,41713
156110,44,F,l,6000
35688,63,M,um,107558
43609,49,F,um,0
49214,40,F,um,60000
102037,33,M,lm,55030
124082,27,F,lm,15
103705,28,F,lm,60009
66730,41,M,um,91255
153051,26,F,w,0
6537,42,M,um,200538
173817,19,M,l,5000
161563,51,M,w,14000
41755,32,M,um,123465
90379,42,F,lm,26000
20794,15,F,um,0
158305,19,F,w,2200
113437,73,F,lm,13227
122859,59,M,lm,33018
36422,26,F,um,45513
10335,29,F,um,81002
159443,63,F,w,22466
13071,59,M,um,150772
39769,68,M,um,66539
15099,58,F,um,52000
42849,34,M,um,120500
56549,32,F,lm,38550
14891,38,M,um,150000
148679,52,M,w,12000
29645,37,M,um,35000
19694,21,M,um,30000
177387,80,F,l,9260
158038,73,F,w,23483
6044,56,F,um,121836
3928,44,F,um,184200
65386,26,M,lm,57015
103483,24,M,w,30000
67899,31,M,um,50001
40319,61,M,um,125577
132006,20,M,lm,0
38230,65,F,um,7476
112341,18,F,lm,11000
147004,80,M,lm,22859
18582,42,M,um,84150
26339,36,F,um,33834
20008,77,F,um,82829
59985,58,M,um,100003
174590,85,F,l,5838
139816,17,M,lm,0
79105,39,M,um,50100
126003,15,M,lm,0
179933,26,F,l,0
125014,54,M,lm,45000
42997,70,M,um,32832
101489,18,M,lm,3600
178653,68,F,l,7200
86949,22,M,lm,28000
34263,25,M,lm,40000
169872,47,M,l,0
174060,25,M,l,12000
6856,51,M,um,170353
76190,45,M,lm,0
41419,21,F,um,2000
151441,85,F,w,27664
183457,66,M,l,2
69943,22,F,um,10511
94365,46,F,lm,39335
1267,42,F,u,240005
44767,65,M,um,71188
109283,65,F,lm,39000
27596,24,M,um,12480
19571,31,F,um,32006
95251,75,F,lm,51663
122450,58,M,w,10003
5277,28,M,um,35200
79367,36,F,w,20019
83283,40,F,um,61093
64233,51,F,um,93
111683,58,M,lm,54016
132426,34,M,lm,40000
67720,34,F,um,13323
135736,30,F,w,18001
35221,50,M,um,90050
91160,51,F,lm,27
164444,85,F,w,19259
118403,57,M,lm,30354
44535,44,F,um,69691
125257,17,M,lm,0
7698,16,F,um,4000
125977,25,M,lm,44017
145487,27,F,lm,0
178643,27,F,l,8320
66063,67,F,lm,46668
130853,76,M,lm,32849
49513,53,F,l,0
28409,16,M,um,0
94036,39,M,lm,60000
109624,17,F,lm,0
61977,63,M,um,71790
69610,72,F,um,9438
91515,54,M,lm,70002
52268,57,M,um,72500
127784,56,M,lm,7139
35950,24,F,um,52000
38106,42,M,lm,50000
95308,31,F,lm,38005
159617,47,F,w,16800
129903,25,M,lm,31002
41662,50,M,um,123247
110892,19,F,lm,37010
88778,50,F,lm,12001
119243,22,M,lm,10437
121617,29,M,lm,42004
172690,64,F,l,13200
101689,51,M,lm,30708
159223,61,F,w,10054
1802,43,M,u,334421
20368,57,F,um,57000
66862,46,M,um,90034
10265,56,F,um,75000
46107,51,M,um,62003
150371,17,M,l,0
179923,80,F,l,6214
151436,49,F,w,27686
58287,32,F,um,55005
72448,16,F,um,1
158208,40,F,w,23272
79269,55,M,um,20
61065,36,F,lm,55017
185166,27,F,l,0
152356,40,M,w,27000
4215,29,M,um,150350
170307,37,F,l,15000
5570,41,M,um,151701
5801,69,M,um,174399
121539,34,M,lm,31000
93811,29,M,lm,20800
28755,67,M,um,124205
39773,17,M,um,0
95197,28,M,w,21000
104046,51,F,lm,40000
137248,30,F,lm,36441
78117,65,M,um,45011
124130,46,F,lm,0
121076,57,F,lm,9000
75698,69,M,um,71763
98206,28,F,w,29500
107629,52,M,lm,57010
3864,66,F,um,290343
36275,30,F,um,133173
95378,64,M,lm,47133
170574,24,F,l,0
145676,18,F,lm,7788
85516,52,F,lm,35000
20737,65,F,um,10968
23804,48,F,um,90081
184288,54,M,l,0
56759,56,F,um,1490
107227,33,F,lm,9555
63716,66,M,um,30651
40311,71,M,um,125600
87386,50,M,lm,73100
73653,23,M,um,25000
31951,46,M,um,91001
183347,58,M,l,12
47622,28,M,lm,55000
156009,22,M,w,0
121734,17,F,lm,0
84881,59,F,um,32000
4106,36,F,lm,30102
14719,43,F,um,76000
131603,53,F,lm,40002
150896,40,F,w,28000
24316,26,F,um,30010
83800,28,M,um,76082
148886,25,F,w,29520
48065,62,F,um,7541
112138,20,M,lm,7000
149357,80,M,w,19151
29538,16,F,um,600
173752,59,F,l,12084
134229,62,M,lm,21005
136030,59,M,lm,37238
146126,62,M,lm,30837
71329,19,F,um,0
182020,72,M,l,2256
144559,35,F,lm,800
177628,60,M,l,9000
18178,55,M,um,47001
184201,30,M,l,0
177375,60,F,l,9278
165755,22,F,l,10982
38566,51,F,um,28802
125577,44,F,lm,41230
50080,44,F,lm,32000
82068,19,M,um,19175
92486,32,F,lm,37000
80613,20,M,um,20000
139476,39,F,l,0
137512,64,F,lm,27792
657,55,M,u,661355
3433,60,F,um,29043
40836,31,M,um,85002
80230,62,M,um,72465
114402,50,M,lm,30000
9009,51,M,um,221004
15663,62,M,um,12803
177112,78,M,l,9600
1206,32,M,u,27000
159355,43,M,l,12540
26182,45,F,lm,2000
29735,48,F,um,44000
68801,60,F,um,90124
5621,46,M,um,150337
171493,68,M,l,14159
159825,68,F,l,13284
6498,31,M,um,260001
425,25,M,u,25561
61444,65,M,um,49225
151986,85,F,w,0
92977,80,M,lm,48442
99820,18,F,lm,0
65450,23,M,lm,9000
124525,38,F,lm,45003
5434,21,M,um,7500
136225,60,M,lm,37032
83452,67,F,um,11809
81995,51,M,um,48000
60061,55,M,um,50000
181818,42,F,l,2700
72028,37,F,um,32003
91857,35,M,lm,70000
155821,23,M,l,12000
175712,48,M,l,10500
8345,17,F,um,1505
103951,36,F,lm,0
157166,32,F,w,24000
2245,49,F,u,421
65402,45,M,um,65015
80606,73,M,um,36084
43756,26,F,um,16380
80426,27,F,um,42400
64395,37,F,um,47010
96246,32,M,lm,38242
27618,61,M,um,150463
51925,70,F,um,17116
95285,46,F,w,28645
185125,25,M,l,0
125353,55,M,lm,44617
178300,74,F,l,0
85224,29,M,lm,36020
127130,16,F,l,0
44916,26,M,um,2436
75131,26,M,lm,42000
171402,16,F,l,0
69669,35,F,um,36404
92141,65,F,lm,46802
36824,45,F,um,50002
145870,44,F,lm,0
141435,29,M,lm,22002
87191,34,F,w,21001
125011,59,M,lm,20000
127350,15,M,lm,0
157833,49,F,w,8796
165837,29,F,w,18092
119179,32,F,lm,7000
51420,43,M,um,65000
85234,27,M,lm,35020
93659,19,F,lm,3000
11714,72,F,um,16332
175696,18,F,l,0
134518,23,M,lm,16004
78323,85,F,um,10759
146990,29,F,lm,30130
120484,39,F,lm,0
30046,30,F,um,55003
39895,58,M,um,18260
153900,35,F,w,26000
128339,58,F,lm,42100
163402,37,M,w,20000
84251,56,F,um,10801
91890,41,F,lm,20
62702,76,M,um,9659
139968,58,F,lm,35000
67727,70,F,um,77121
51409,57,M,um,70000
154354,25,M,w,4200
170100,51,F,l,0
129233,33,M,lm,41638
9981,15,F,um,0
101603,57,F,w,10872
145334,43,M,lm,31308
118560,60,M,lm,9000
158274,40,F,w,22003
5441,53,M,um,120307
58555,28,F,um,3950
133611,46,M,lm,20000
130702,73,M,lm,20364
129172,54,F,l,1375
65679,47,F,um,41660
112772,77,M,l,0
90318,49,F,lm,2
59173,62,M,um,100460
62850,32,F,lm,4300
38575,43,M,um,128889
48267,43,F,um,78100
140207,39,M,lm,25000
11121,65,M,um,143078
72429,44,F,um,5017
110716,33,M,lm,20000
99197,20,M,lm,0
94312,59,F,w,20409
89926,73,M,lm,28522
61404,48,F,w,30000
131935,26,M,lm,40000
104786,47,F,lm,34038
155379,19,F,w,0
24999,39,F,um,6705
27998,32,M,lm,36205
11134,16,F,um,7500
51839,49,F,um,43121
129780,60,M,lm,41103
71376,28,F,l,0
45076,34,M,w,19000
42126,65,F,um,8956
66677,33,M,lm,34307
74368,37,F,um,80000
97435,62,F,lm,65000
91006,29,M,lm,70160
15983,69,F,um,146524
142398,32,F,lm,0
77453,48,F,w,26000
10915,80,F,um,22000
32464,35,F,lm,31100
44268,30,M,um,45003
5026,40,M,um,230053
149031,73,M,w,25176
63230,85,F,um,10067
126788,29,M,lm,35302
165125,27,M,w,8760
109100,33,M,lm,56000
17495,39,F,um,77338
84598,32,M,um,75488
59709,41,F,um,20
11330,42,F,um,53159
169027,70,F,l,15815
59508,19,M,um,36084
89183,57,F,w,16000
10789,59,M,w,12000
78510,25,M,l,0
168936,80,M,l,15943
12263,85,M,w,15837
43747,64,F,um,76
127669,85,M,lm,12123
100585,30,F,lm,10259
156511,16,F,w,0
73616,70,F,um,85200
163229,31,F,l,0
120855,26,F,lm,25000
29449,52,M,um,92002
40451,43,M,um,25000
39553,22,F,um,0
38550,85,F,um,14459
142939,48,M,lm,23000
82807,16,F,um,21
4270,51,M,um,204650
116140,64,M,lm,8820
40076,63,M,um,91000
97868,52,M,lm,64900
53582,19,M,lm,12000
86575,40,M,lm,38000
106771,61,F,lm,38000
70112,48,F,um,42034
34819,23,M,um,0
24808,17,F,um,750
51304,27,F,um,65004
145744,66,M,lm,16002
29680,17,M,um,9
21401,22,F,um,20530
64758,80,M,um,69812
8301,39,F,um,43008
50374,25,F,um,10000
10868,47,M,um,199700
90011,58,F,lm,16000
175460,66,F,l,10800
39407,20,M,um,20900
165899,41,F,w,43
131936,26,F,lm,0
104159,40,F,lm,30000
143835,80,F,lm,27760
88627,38,F,lm,14000
39390,48,M,um,100000
22787,55,M,um,118300
129151,24,M,lm,0
37195,77,F,um,36146
175203,17,F,l,0
39276,43,M,um,115016
71006,35,F,um,76162
40218,42,F,um,60000
63480,19,M,um,48000
147716,19,F,w,0
19974,46,M,um,60101
153466,18,F,w,0
152494,65,F,w,27000
1764,31,F,u,0
15133,32,F,um,82660
94042,28,F,l,0
86218,43,F,w,30000
112435,15,M,lm,0
88990,42,M,lm,47000
162537,16,F,w,0
179207,32,F,l,2000
144682,53,F,lm,31890
131130,55,F,lm,17384
184203,56,M,l,0
165639,69,F,w,18272
29892,50,M,um,70600
107088,39,F,l,6300
32873,39,M,um,100010
100341,36,M,lm,62501
114067,85,F,l,12000
2337,54,M,u,361476
